TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
85952,255,255,3,237,0,0,4,89
86453,255,255,3,237,0,0,4,94
86952,255,255,3,237,0,0,4,99
87452,255,255,3,237,0,0,4,104
87953,255,255,3,237,0,0,4,109
88453,255,255,3,237,0,0,4,114
88952,255,255,3,237,0,0,4,119
89452,255,255,3,237,0,0,4,124
90951,255,255,3,237,0,0,4,139
91451,255,255,3,237,0,0,4,144
91952,255,255,3,237,0,0,4,149
93450,255,255,3,237,0,0,4,164
93952,255,255,3,237,0,0,4,169
94951,255,255,3,237,0,0,4,179
106450,255,255,3,237,0,0,5,38
109454,255,255,3,237,0,0,5,68
109954,255,255,3,237,0,0,5,73
110450,255,255,3,237,0,0,5,78
112950,255,255,3,237,0,0,5,103
114450,255,255,3,237,0,0,5,118
114950,255,255,3,237,0,0,5,123
115950,255,255,3,237,0,0,5,133
119950,255,255,3,237,0,0,5,173
124451,255,255,3,237,0,0,5,218
124951,255,255,3,237,0,0,5,223
125950,255,255,3,237,0,0,5,233
126451,255,255,3,237,0,0,5,238
126951,255,255,3,237,0,0,5,243
127451,255,255,3,237,0,0,5,248
129950,255,255,3,237,0,0,6,17
130952,255,255,3,237,0,0,6,27
131450,255,255,3,237,0,0,6,32
131950,255,255,3,237,0,0,6,37
133450,255,255,3,237,0,0,6,52
135451,255,255,3,237,0,0,6,72
135951,255,255,3,237,0,0,6,77
136451,255,255,3,237,0,0,6,82
137452,255,255,3,237,0,0,6,92
139953,255,255,3,237,0,0,6,117
140451,255,255,3,237,0,0,6,122
140951,255,255,3,237,0,0,6,127
141453,255,255,3,237,0,0,6,132
143950,255,255,3,237,0,0,6,157
144451,255,255,3,237,0,0,6,162
146452,255,255,3,237,0,0,6,182
147450,255,255,3,237,0,0,6,192
148952,255,255,3,237,0,0,6,207
149952,255,255,3,237,0,0,6,217
150453,255,255,3,237,0,0,6,222
151452,255,255,3,237,0,0,6,232
151951,255,255,3,237,0,0,6,237
153451,255,255,3,237,0,0,6,252
153952,255,255,3,237,0,0,7,1
154951,255,255,3,237,0,0,7,11
156451,255,255,3,237,0,0,7,26
156951,255,255,3,237,0,0,7,31
162451,255,255,3,237,0,0,7,86
163452,255,255,3,237,0,0,7,96
163953,255,255,3,237,0,0,7,101
164452,255,255,3,237,0,0,7,106
164953,255,255,3,237,0,0,7,111
165453,255,255,3,237,0,0,7,116
165953,255,255,3,237,0,0,7,121
166454,255,255,3,237,0,0,7,126
167452,255,255,3,237,0,0,7,136
170951,255,255,3,237,0,0,7,171
171452,255,255,3,237,0,0,7,176
171953,255,255,3,237,0,0,7,181
172451,255,255,3,237,0,0,7,186
173453,255,255,3,237,0,0,7,196
173952,255,255,3,237,0,0,7,201
174953,255,255,3,237,0,0,7,211
175453,255,255,3,237,0,0,7,216
175953,255,255,3,237,0,0,7,221
176453,255,255,3,237,0,0,7,226
176952,255,255,3,237,0,0,7,231
177452,255,255,3,237,0,0,7,236
177951,255,255,3,237,0,0,7,241
178455,255,255,3,237,0,0,7,246
178952,255,255,3,237,0,0,7,251
179454,255,255,3,237,0,0,8,0
179953,255,255,3,237,0,0,8,5
180453,255,255,3,237,0,0,8,10
180952,255,255,3,237,0,0,8,15
181451,255,255,3,237,0,0,8,20
182951,255,255,3,237,0,0,8,35
183451,255,255,3,237,0,0,8,40
183951,255,255,3,237,0,0,8,45
184454,255,255,3,237,0,0,8,50
184952,255,255,3,237,0,0,8,55
185455,255,255,3,237,0,0,8,60
185954,255,255,3,237,0,0,8,65
186451,255,255,3,237,0,0,8,70
186953,255,255,3,237,0,0,8,75
187452,255,255,3,237,0,0,8,80
187954,255,255,3,237,0,0,8,85
188454,255,255,3,237,0,0,8,90
188951,255,255,3,237,0,0,8,95
189454,255,255,3,237,0,0,8,100
189953,255,255,3,237,0,0,8,105
190451,255,255,3,237,0,0,8,110
190952,255,255,3,237,0,0,8,115
191452,255,255,3,237,0,0,8,120
191951,255,255,3,237,0,0,8,125
192453,255,255,3,237,0,0,8,130
193952,255,255,3,237,0,0,8,145
194955,255,255,3,237,0,0,8,155
195452,255,255,3,237,0,0,8,160
195955,255,255,3,237,0,0,8,165
196453,255,255,3,237,0,0,8,170
196952,255,255,3,237,0,0,8,175
197451,255,255,3,237,0,0,8,180
197952,255,255,3,237,0,0,8,185
198453,255,255,3,237,0,0,8,190
198953,255,255,3,237,0,0,8,195
199454,255,255,3,237,0,0,8,200
199955,255,255,3,237,0,0,8,205
201454,255,255,3,237,0,0,8,220
201954,255,255,3,237,0,0,8,225
202454,255,255,3,237,0,0,8,230
202953,255,255,3,237,0,0,8,235
203453,255,255,3,237,0,0,8,240
203953,255,255,3,237,0,0,8,245
205453,255,255,3,237,0,0,9,4
205952,255,255,3,237,0,0,9,9
206952,255,255,3,237,0,0,9,19
207951,255,255,3,237,0,0,9,29
208453,255,255,3,237,0,0,9,34
209452,255,255,3,237,0,0,9,44
211451,255,255,3,237,0,0,9,64
212452,255,255,3,237,0,0,9,74
213452,255,255,3,237,0,0,9,84
218954,255,255,3,237,0,0,9,139
219453,255,255,3,237,0,0,9,144
219953,255,255,3,237,0,0,9,149
220452,255,255,3,237,0,0,9,154
223952,255,255,3,237,0,0,9,189
