TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
85748,50,4,1,0,0,0,0,0
88148,50,4,1,0,0,0,0,0
89349,50,4,1,0,0,0,0,0
91748,50,4,1,0,0,0,0,0
92951,50,4,1,0,0,0,0,0
98953,50,4,1,0,0,0,0,0
102556,50,4,1,0,0,0,0,0
103755,50,4,1,0,0,0,0,0
104956,50,4,1,0,0,0,0,0
106156,50,4,1,0,0,0,0,0
107358,50,4,1,0,0,0,0,0
108558,50,4,1,0,0,0,0,0
109758,50,4,1,0,0,0,0,0
110955,50,4,1,0,0,0,0,0
112157,50,4,1,0,0,0,0,0
121762,50,4,1,0,0,0,0,0
122963,50,4,1,0,0,0,0,0
126564,51,4,1,0,0,0,0,0
128965,51,4,1,0,0,0,0,0
132569,51,4,1,0,0,0,0,0
133767,51,4,1,0,0,0,0,0
134969,51,4,1,0,0,0,0,0
136169,51,4,1,0,0,0,0,0
137369,51,4,1,0,0,0,0,0
142172,51,4,1,0,0,0,0,0
143371,51,4,1,0,0,0,0,0
144571,51,4,1,0,0,0,0,0
149376,52,4,1,0,0,0,0,0
150577,52,4,1,0,0,0,0,0
151777,52,4,1,0,0,0,0,0
152976,52,4,1,0,0,0,0,0
158979,53,4,1,0,0,0,0,0
160181,53,4,1,0,0,0,0,0
161379,53,4,1,0,0,0,0,0
162579,53,4,1,0,0,0,0,0
163780,53,4,1,0,0,0,0,0
164979,53,4,1,0,0,0,0,0
167380,53,4,1,0,0,0,0,0
168583,53,4,1,0,0,0,0,0
169784,53,4,1,0,0,0,0,0
170982,53,4,1,0,0,0,0,0
175783,54,4,1,0,0,0,0,0
178185,54,4,1,0,0,0,0,0
179387,54,4,1,0,0,0,0,0
180587,54,4,1,0,0,0,0,0
186591,54,4,1,0,0,0,0,0
187790,54,4,1,0,0,0,0,0
194993,55,4,1,0,0,0,0,0
196193,55,4,1,0,0,0,0,0
202194,55,4,1,0,0,0,0,0
209399,55,4,1,0,0,0,0,0
210598,55,4,1,0,0,0,0,0
211801,55,4,1,0,0,0,0,0
217801,55,4,1,0,0,0,0,0
220203,56,4,1,0,0,0,0,0
221403,56,4,1,0,0,0,0,0
225006,56,4,1,0,0,0,0,0
226206,56,4,1,0,0,0,0,0
