TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
87245,0,0,0,0,0,4,0,0
88245,0,0,0,0,0,4,0,0
90248,0,0,0,0,0,4,0,0
91246,0,0,0,0,0,4,0,0
93249,0,0,0,0,0,4,0,0
97253,0,0,0,0,0,4,0,0
98252,0,0,0,0,0,4,0,0
100254,0,0,0,0,0,4,0,0
101258,0,0,0,0,0,4,0,0
103257,0,0,0,0,0,4,0,0
104257,0,0,0,0,0,4,0,0
107264,0,0,0,0,0,4,0,0
108265,0,0,0,0,0,4,0,0
109266,0,0,0,0,0,4,0,0
110267,0,0,0,0,0,4,0,0
111265,0,0,0,0,0,4,0,0
113267,0,0,0,0,0,4,0,0
115265,0,0,0,0,0,4,0,0
118273,0,0,0,0,0,4,0,0
119273,0,0,0,0,0,4,0,0
120272,0,0,0,0,0,4,0,0
121276,0,0,0,0,0,4,0,0
122276,0,0,0,0,0,4,0,0
129281,0,0,0,0,0,4,0,0
130282,0,0,0,0,0,4,0,0
131284,0,0,0,0,0,4,0,0
134287,0,0,0,0,0,4,0,0
136289,0,0,0,0,0,4,0,0
139290,0,0,0,0,0,4,0,0
144296,0,0,0,0,0,4,0,0
145296,0,0,0,0,0,4,0,0
148299,0,0,0,0,0,4,0,0
154303,0,0,0,0,0,4,0,0
156305,0,0,0,0,0,4,0,0
157306,0,0,0,0,0,4,0,0
160309,0,0,0,0,0,4,0,0
162312,0,0,0,0,0,4,0,0
164314,0,0,0,0,0,4,0,0
165314,0,0,0,0,0,4,0,0
166315,0,0,0,0,0,4,0,0
172320,0,0,0,0,0,4,0,0
173322,0,0,0,0,0,4,0,0
174323,0,0,0,0,0,4,0,0
175322,0,0,0,0,0,4,0,0
177324,0,0,0,0,0,4,0,0
179326,0,0,0,0,0,4,0,0
182329,0,0,0,0,0,4,0,0
185334,0,0,0,0,0,4,0,0
186332,0,0,0,0,0,4,0,0
187332,0,0,0,0,0,4,0,0
188335,0,0,0,0,0,4,0,0
190336,0,0,0,0,0,4,0,0
191335,0,0,0,0,0,4,0,0
192339,0,0,0,0,0,4,0,0
195340,0,0,0,0,0,4,0,0
201346,0,0,0,0,0,4,0,0
204349,0,0,0,0,0,4,0,0
205351,0,0,0,0,0,4,0,0
210354,0,0,0,0,0,4,0,0
211354,0,0,0,0,0,4,0,0
216359,0,0,0,0,0,4,0,0
217361,0,0,0,0,0,4,0,0
218359,0,0,0,0,0,4,0,0
221365,0,0,0,0,0,4,0,0
222366,0,0,0,0,0,4,0,0
223364,0,0,0,0,0,4,0,0
224365,0,0,0,0,0,4,0,0
225367,0,0,0,0,0,4,0,0
226367,0,0,0,0,0,4,0,0
