TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
85875,240,0,0,0,0,0,0,0
89876,48,0,0,0,0,0,0,0
90876,64,0,0,0,0,0,0,0
91877,80,0,0,0,0,0,0,0
92877,96,0,0,0,0,0,0,0
93877,112,0,0,0,0,0,0,0
96877,160,0,0,0,0,0,0,0
103881,16,0,0,0,0,0,0,0
104884,32,0,0,0,0,0,0,0
105884,48,0,0,0,0,0,0,0
106884,64,0,0,0,0,0,0,0
107882,80,0,0,0,0,0,0,0
108883,96,0,0,0,0,0,0,0
109882,112,0,0,0,0,0,0,0
110883,128,0,0,0,0,0,0,0
111886,144,0,0,0,0,0,0,0
113885,176,0,0,0,0,0,0,0
114886,192,0,0,0,0,0,0,0
115887,208,0,0,0,0,0,0,0
116887,224,0,0,0,0,0,0,0
117888,240,0,0,0,0,0,0,0
119886,16,0,0,0,0,0,0,0
121886,48,0,0,0,0,0,0,0
123886,80,0,0,0,0,0,0,0
124888,96,0,0,0,0,0,0,0
128889,160,0,0,0,0,0,0,0
131890,208,0,0,0,0,0,0,0
135890,16,0,0,0,0,0,0,0
139892,80,0,0,0,0,0,0,0
144897,160,0,0,0,0,0,0,0
145894,176,0,0,0,0,0,0,0
146896,192,0,0,0,0,0,0,0
148895,224,0,0,0,0,0,0,0
149897,240,0,0,0,0,0,0,0
150896,0,0,0,0,0,0,0,0
154899,64,0,0,0,0,0,0,0
156899,96,0,0,0,0,0,0,0
157899,112,0,0,0,0,0,0,0
158900,128,0,0,0,0,0,0,0
165904,240,0,0,0,0,0,0,0
167902,16,0,0,0,0,0,0,0
170903,64,0,0,0,0,0,0,0
171904,80,0,0,0,0,0,0,0
175904,144,0,0,0,0,0,0,0
179904,208,0,0,0,0,0,0,0
180907,224,0,0,0,0,0,0,0
185909,48,0,0,0,0,0,0,0
186908,64,0,0,0,0,0,0,0
187909,80,0,0,0,0,0,0,0
188911,96,0,0,0,0,0,0,0
190911,128,0,0,0,0,0,0,0
191909,144,0,0,0,0,0,0,0
192910,160,0,0,0,0,0,0,0
198912,0,0,0,0,0,0,0,0
201913,48,0,0,0,0,0,0,0
206914,128,0,0,0,0,0,0,0
207915,144,0,0,0,0,0,0,0
210915,192,0,0,0,0,0,0,0
219919,80,0,0,0,0,0,0,0
220920,96,0,0,0,0,0,0,0
221920,112,0,0,0,0,0,0,0
224920,160,0,0,0,0,0,0,0
