TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
85293,0,0,252,252,112,0,0,0
89286,0,0,252,252,112,0,0,0
95278,0,0,252,252,112,0,0,0
96276,0,0,252,252,112,0,0,0
101265,0,0,252,252,112,0,0,0
102263,0,0,252,252,112,0,0,0
105257,0,0,252,252,112,0,0,0
106258,0,0,252,252,112,0,0,0
107256,0,0,252,252,112,0,0,0
108254,0,0,252,252,112,0,0,0
109255,0,0,252,252,112,0,0,0
114246,0,0,252,252,112,0,0,0
115244,0,0,252,252,112,0,0,0
119236,0,0,252,252,112,0,0,0
120236,0,0,252,252,112,0,0,0
121235,0,0,252,252,112,0,0,0
122231,0,0,252,252,112,0,0,0
125227,0,0,252,252,112,0,0,0
126225,0,0,252,252,112,0,0,0
127225,0,0,252,252,112,0,0,0
129221,0,0,252,252,112,0,0,0
132214,0,0,252,252,112,0,0,0
134212,0,0,252,252,112,0,0,0
137208,0,0,252,252,112,0,0,0
144195,0,0,252,252,112,0,0,0
149188,0,0,252,252,112,0,0,0
150185,0,0,252,252,112,0,0,0
154182,0,0,252,252,112,0,0,0
158172,0,0,252,252,112,0,0,0
159170,0,0,252,252,112,0,0,0
160169,0,0,252,252,112,0,0,0
162165,0,0,252,252,112,0,0,0
164163,0,0,252,252,112,0,0,0
165160,0,0,252,252,112,0,0,0
166160,0,0,252,252,112,0,0,0
167158,0,0,252,252,112,0,0,0
173149,0,0,252,252,112,0,0,0
174147,0,0,252,252,112,0,0,0
176145,0,0,252,252,112,0,0,0
177143,0,0,252,252,112,0,0,0
178140,0,0,252,252,112,0,0,0
185128,0,0,252,252,112,0,0,0
189124,0,0,252,252,112,0,0,0
195113,0,0,252,252,112,0,0,0
196110,0,0,252,252,112,0,0,0
197109,0,0,252,252,112,0,0,0
202101,0,0,252,252,112,0,0,0
203100,0,0,252,252,112,0,0,0
204100,0,0,252,252,112,0,0,0
207091,0,0,252,252,112,0,0,0
209089,0,0,252,252,112,0,0,0
212086,0,0,252,252,112,0,0,0
213082,0,0,252,252,112,0,0,0
214081,0,0,252,252,112,0,0,0
219075,0,0,252,252,112,0,0,0
220070,0,0,252,252,112,0,0,0
223067,0,0,252,252,112,0,0,0
224065,0,0,252,252,112,0,0,0
225062,0,0,252,252,112,0,0,0
226064,0,0,252,252,112,0,0,0
