TIMESTAMP,BYTE0,BYTE1,BYTE2,BYTE3,BYTE4,BYTE5,BYTE6,BYTE7
85318,0,0,0,128,0,0,0,0
85979,0,0,0,128,0,0,0,0
87979,0,0,0,128,0,0,0,0
89938,0,0,0,128,0,0,0,0
90099,0,0,0,128,0,0,0,0
90318,0,0,0,128,0,0,0,0
90479,0,0,0,128,0,0,0,0
90639,0,0,0,128,0,0,0,0
91399,0,0,0,128,0,0,0,0
91558,0,0,0,128,0,0,0,0
91659,0,0,0,128,0,0,0,0
91758,0,0,0,128,0,0,0,0
91858,0,0,0,128,0,0,0,0
91959,0,0,0,128,0,0,0,0
92179,0,0,0,128,0,0,0,0
92339,0,0,0,128,0,0,0,0
92759,0,0,0,128,0,0,0,0
92858,0,0,0,128,0,0,0,0
93119,0,0,0,128,0,0,0,0
93279,0,0,0,128,0,0,0,0
93438,0,0,0,128,0,0,0,0
93598,0,0,0,128,0,0,0,0
93858,0,0,0,128,0,0,0,0
94019,0,0,0,128,0,0,0,0
94179,0,0,0,128,0,0,0,0
94339,0,0,0,128,0,0,0,0
94599,0,0,0,128,0,0,0,0
94758,0,0,0,128,0,0,0,0
94859,0,0,0,128,0,0,0,0
94958,0,0,0,128,0,0,0,0
95218,0,0,0,128,0,0,0,0
95378,0,0,0,128,0,0,0,0
95478,0,0,0,128,0,0,0,0
95579,0,0,0,128,0,0,0,0
96498,0,0,0,128,0,0,0,0
96599,0,0,0,128,0,0,0,0
96699,0,0,0,128,0,0,0,0
97178,0,0,0,128,0,0,0,0
97858,0,0,13,0,0,0,0,0
98019,0,0,23,128,0,0,0,0
98974,0,0,27,128,0,0,0,0
99075,0,0,26,0,0,0,0,0
99175,0,0,25,0,0,0,0,0
99274,0,0,25,0,0,0,0,0
99375,0,0,24,128,0,0,0,0
99475,0,0,24,128,0,0,0,0
99574,0,0,23,128,0,0,0,0
99675,0,0,23,128,0,0,0,0
99874,0,0,22,0,0,0,0,0
100539,0,0,20,128,0,0,0,0
103815,0,0,21,0,0,0,0,0
103874,0,0,21,0,0,0,0,0
104114,0,0,21,0,0,0,0,0
104419,0,0,21,0,0,0,0,0
104839,0,0,20,128,0,0,0,0
105179,0,0,20,128,0,0,0,0
106439,0,0,19,0,0,0,0,0
108838,0,0,0,128,0,0,0,0
108899,0,0,0,128,0,0,0,0
109078,0,0,0,128,0,0,0,0
109319,0,0,0,128,0,0,0,0
109438,0,0,0,128,0,0,0,0
111379,86,0,0,128,0,0,0,0
111598,88,0,0,0,0,0,0,0
112278,62,0,0,0,0,0,0,0
112478,58,0,0,128,0,0,0,0
113018,48,0,0,128,0,0,0,0
113158,46,0,0,128,0,0,0,0
113357,43,0,0,128,0,0,0,0
113478,41,0,0,0,0,0,0,0
114058,38,0,0,0,0,0,0,0
114118,38,0,0,0,0,0,0,0
115138,19,0,6,0,0,0,0,0
115558,15,0,4,0,0,0,0,0
115758,17,0,5,128,0,0,0,0
115818,18,0,5,128,0,0,0,0
116019,21,0,0,0,0,0,0,0
116158,25,0,0,0,0,0,0,0
116359,33,0,0,128,0,0,0,0
117379,48,0,0,128,0,0,0,0
117518,48,0,0,128,0,0,0,0
118118,56,0,0,0,0,0,0,0
118718,51,0,3,128,0,0,0,0
118858,49,0,6,0,0,0,0,0
119058,44,0,7,128,0,0,0,0
119698,25,0,5,0,0,0,0,0
120619,39,0,4,0,0,0,0,0
121638,85,0,0,128,0,0,0,0
123478,165,0,0,128,0,0,0,0
123538,168,0,0,0,0,0,0,0
123778,178,0,0,128,0,0,0,0
124658,209,0,0,128,0,0,0,0
124718,210,0,0,128,0,0,0,0
125238,209,0,0,128,0,0,0,0
126658,230,0,0,0,0,0,0,0
127097,234,0,0,0,0,0,0,0
127158,235,0,0,128,0,0,0,0
127218,236,0,0,0,0,0,0,0
127278,236,0,0,0,0,0,0,0
127338,236,0,0,0,0,0,0,0
127598,238,0,0,128,0,0,0,0
127657,238,0,0,128,0,0,0,0
129138,243,0,0,128,0,0,0,0
129577,251,0,0,0,0,0,0,0
129818,252,0,0,128,0,0,0,0
130018,252,0,0,128,0,0,0,0
130698,237,0,5,128,0,0,0,0
131118,207,0,9,128,0,0,0,0
131398,182,0,9,0,0,0,0,0
131818,146,0,9,0,0,0,0,0
132618,74,0,7,128,0,0,0,0
134057,84,0,0,0,0,0,0,0
134118,89,0,0,128,0,0,0,0
134498,129,0,0,128,0,0,0,0
134758,170,0,0,128,0,0,0,0
135157,226,0,0,128,0,0,0,0
136338,180,1,0,0,0,0,0,0
136638,219,1,0,0,0,0,0,0
137818,109,2,0,128,0,0,0,0
137878,115,2,0,128,0,0,0,0
138577,125,2,0,0,0,0,0,0
138638,125,2,0,0,0,0,0,0
138997,149,2,0,0,0,0,0,0
139118,164,2,0,128,0,0,0,0
139297,187,2,0,0,0,0,0,0
139998,52,3,0,0,0,0,0,0
140978,248,3,0,0,0,0,0,0
141238,48,4,0,0,0,0,0,0
142318,172,4,0,0,0,0,0,0
143017,153,4,0,0,0,0,0,0
143718,146,4,0,128,0,0,0,0
144098,156,4,0,0,0,0,0,0
144157,157,4,0,128,0,0,0,0
144478,166,4,0,0,0,0,0,0
144997,177,4,0,0,0,0,0,0
146018,164,4,0,128,0,0,0,0
146077,163,4,0,0,0,0,0,0
146717,145,4,0,128,0,0,0,0
148137,106,4,0,0,0,0,0,0
150318,47,4,0,128,0,0,0,0
150377,46,4,0,0,0,0,0,0
150817,30,4,0,0,0,0,0,0
151497,1,4,0,128,0,0,0,0
151697,247,3,0,0,0,0,0,0
151898,238,3,0,128,0,0,0,0
152117,226,3,0,128,0,0,0,0
152177,222,3,0,128,0,0,0,0
152737,187,3,0,128,0,0,0,0
153937,140,3,0,0,0,0,0,0
154857,93,3,0,0,0,0,0,0
155317,65,3,0,128,0,0,0,0
155377,61,3,0,0,0,0,0,0
155757,39,3,0,128,0,0,0,0
156537,10,3,0,128,0,0,0,0
156917,251,2,3,128,0,0,0,0
157257,222,2,3,0,0,0,0,0
157537,191,2,3,128,0,0,0,0
157736,167,2,3,128,0,0,0,0
158417,94,2,3,128,0,0,0,0
158877,50,2,3,128,0,0,0,0
158937,44,2,3,128,0,0,0,0
159977,199,1,0,128,0,0,0,0
160177,186,1,0,128,0,0,0,0
160237,182,1,0,128,0,0,0,0
160636,161,1,0,128,0,0,0,0
160837,151,1,0,128,0,0,0,0
161097,136,1,0,0,0,0,0,0
162297,112,1,0,128,0,0,0,0
162357,113,1,0,0,0,0,0,0
162737,141,1,0,0,0,0,0,0
164697,217,1,0,128,0,0,0,0
165397,232,1,0,0,0,0,0,0
166017,3,2,0,0,0,0,0,0
166597,27,2,0,0,0,0,0,0
167177,41,2,0,128,0,0,0,0
167376,47,2,0,128,0,0,0,0
168677,80,2,0,0,0,0,0,0
168877,80,2,0,0,0,0,0,0
169277,78,2,0,0,0,0,0,0
169336,77,2,0,0,0,0,0,0
169397,76,2,0,128,0,0,0,0
170196,62,2,0,128,0,0,0,0
170377,59,2,0,128,0,0,0,0
170696,53,2,0,0,0,0,0,0
